Account,Token Account,Quantity,Percentage
2XXFY4ztVHfBDmPs1K2ePL6pDW1jQD2onx3NPvwoaNAE,FAiUX5PXYd13ZzgWZ5Yz7vd3R4qghhKA8ERmxemYEbvn,5614.74,0.00
9JPWWo2q7eBwNJvdT7RywvpFG9Y1sW7KdZQWn2AW3QhZ,CFKbhKYkQFitAyJ61wwrCfR2tJCts81EPWTyQGcs1c2Y,5613.73,0.00
8ru8L3fYPuhneG3CVmEi5TkpphoicsxDRwnpSxgmY2KL,AoiDruLNToSschMkP7X1UCP4Wh1L7tWN3rSwwGTP24ZW,5611.88,0.00
3hf6haMaSEnwVPrYoEDo78DwHaDuJGaxnaL1teNKuPTR,4AHsqBfGL8TU9kLvYtyk2u1aHVi2QujuW7eXPBwV6667,5603.91,0.00
G2771kgB7UzD2DCQjsUbkHDFt64aZYbaFdaqdZg2k36j,HZPjZgcD5Ws9GVArT4BvTkWZcFLtaffjYu5HMibk4cXh,5600.66,0.00
HL6kUtxmskUHbecHkVemQq16G535wTCQeYx36AiF8DQG,E9u6i7idj9ijfanRUTDCUspteeLpVmNyAYPfU14JuXjy,5585.51,0.00
9yxcN1qdPg1FTyz12QVd4heXs1ZrRfhZmnKwAd9AEYAr,FrM9DP2fZfbKfTjQ2yrhPggCXXVVNhWCmcxiUfnCCif4,5582.63,0.00
HeyQFXiDmHbozfrZQFPhuJEw8V1kE6cg2nCW2huWsggh,DpLjJauqHQdpUgmY2NnasEz498z3GrRgGFr8H8BEh5Ae,5567.71,0.00
EuH2wD3rkVp5uosoL8v5kRTMLT5L6jvbwXAXRSEwzdwG,DxavPhzzRob6vjXf7XJ2CKhVC7u3x8Mzmu5szpDyLskC,5563.31,0.00
BnkDNGZxjkJjYk61pctT9MucGDsM7ZfDM5d1SstQZPsx,EzG3ThTWAMRwp8XDeKgksDwWTq7Kzd2Uks5UKn7NzYmb,5534.31,0.00
6CYwzvJ9jwLyKCrLZvtskeDNnfNqqJh3AcdHUCdbzSFj,3mZTDzXxNyqkSAvU6SJLkrXkNsd7jJQiiZwEFPiYDkuX,5533.87,0.00
2cxjRs8bt5EBxbcSJkY1AXLX5UCYq23pWn83EckDMdCv,9QWPkTARpWzgy3LCFzhpvWy4xvap6LdLu21g6xpFQcjH,5527.61,0.00
Ej7hLErAJhrFmcCejqsMQF7tNYsMj4QVQvaHWLJZ1a79,3iaje1gHEhwdxzURu6uS7jC2o2nYc8RUmi9L89QNvB64,5516.77,0.00
4sATuNC3zacncsPGy6sHk13hweuyZugmernpx7UCTyLA,2xDhZDsEPXTGR2PJv9HXSjp3x3bFrq9f1NAPgxBcW44A,5505.96,0.00
CeuKmW1XqgKz4E8JNpZxrysMRsvkEz55qUvm9soqhALY,6nQbPFQUt8AkPXSz5TeFHRywoQcC5chcMaiUcCFsQrR9,5505.08,0.00
9zPxetiRBSKe8u5VkgSCG5wZ5m692CKo4SKFtzU6PVN5,HKXi6Xano1sbQsu48f2mvRjRHUEh1MDfQ1DduGwyCPaD,5493.77,0.00
FxC5b9RoBC2FeTDw8AUYz2kojpAQkaC1FedvqV4E89EA,EFiC6KqdPBAqEqHj2VQVgosaCJhfrQv6yeLM2bCjHwSh,5453.10,0.00
DjZuqxs2CRUPcSScTuobw1fqKEMiQxx71AUbkzLfhS1Z,BSXYFQgFaReWM4smrutg6mbosVvZs6ngfz6vivqjvc33,5435.27,0.00
DGFW1Effv88XzXkgfgyoFfmefzEU5Pp9zWJACBmCSh8K,4Y1qZD1Mwu4aH3TyJLxVYCe5Qp3zWoBRepKN2eJY2ew1,5409.56,0.00
8fqPsiny1HkMot8fuZe9s5kmWC7o4ycWRDys45eVzTnE,GwAnmDssHf7Z7t7hY9cW8sRa5fWYZmMge21BenyPmYmt,5358.69,0.00
D9frnobFbd5pS6Uh99ueShDf6egR2oDxE6yG1Hg9YsKp,9FfSWy1DzCGmz2d2huFNvYg4gwiP6btzaMD2KSt5hRvd,5353.81,0.00
4Euf6iZK3JcC5BkVmTFbHU5EiY7YVABdDTdpe2xqdX33,FjXBq9dkxBZA8jacoughgZ1XzkyQvHH2jv1Re6f2WVfz,5277.79,0.00
244nQ71a1CHpYNL5LnhR9kkKqEwuhsc2XWRgsKxVG8aD,DrCvierb8Bfh2GCR3ggxYt8gaLhs8Ly6a11LFEvWtBFU,5269.12,0.00
BV3BwgUGFsnbiTPE44LDvVi3UoFMh1g6u1i1duvLYFjV,EVxxLSuvJ8mYEbQuC8c9mWGxjBaGwAZe1TjmaGhZG9o9,5255.14,0.00
9NPBvtLhWW27ARbrGjYXspYkLmcwXCauWs4sjqfzsHph,DvknB7EgBTgCVcpAuBDXYs4mK2JTjkuFLfNHoJJhkgpa,5243.84,0.00
D4YFmWuQz18sP3n2yPttait6wJrMvi5r7gE1btRiTbiH,7DC9341RwMNErd7VmfAnUSxV3gx4DMWPpyMzDYBprvsE,5233.08,0.00
3FkqVPKVEwSWMjEXDKmCDczqbRrD6wdL47dh1tjA4YR9,BzkKKTra6247KPA6N8samje23dqiYBY6rNnGRqWfR3dm,5221.71,0.00
497FTYpzsXJbcfqDcZf9Pp2BPnszh2i16epkixF7H8Ga,DTa5qqtxSuo9i88WfeakDThHKHNWBweUuZznrKm9NLeg,5191.28,0.00
4gyEiGfRm5Xequ82bV4i6zyuZV4ZLmpexddrCfoTV99q,3NaDSxssymwsL4x1KxQbHvc2vX7HZ6Xu9GpWg966P4X4,5186.80,0.00
7X4dsrH9nuTLAWMwZsh6ZXHTGccYodzfrpJ1Q9VyWLUu,DHhiY2hBHpujfF9XWT3StXfJJVJVedTcK2bKTMRkDfYf,5161.21,0.00
HgXsKWBMyJz33gTVKfqYti2cdRfx5SLGpz3TLSVJKhSW,3SsDVS6TNywvjoeYVPuPVz1MnXdrLjsfzLYb3Kn3vHkM,5154.55,0.00
GrKuS7eiFhkZ5MVjdfh9F6BuDBxDhvZAqEjJjZF3tzko,GMvhANNq3AFTnFtzL28PSovzM6bCPjMcvzj8trsnhjwW,5140.81,0.00
8AkqfUuVduXAemrtuuf7GL7oCAkdao7LhY1G37JcWwax,ExSunPXTzcdAKcEt7VSKVQ7MybLuMGmm8krXKUgwzMmN,5140.13,0.00
EUn36Jvn5v3tYHBYxP9nEb9h7io7uGQ8fCRu9MySJRbu,22fiRjN1m5DYZyB2eEyw65K7M18LMRtnSL59GyVieMzj,5126.95,0.00
63w4Tp82qaKFq4dFenkRSY3Np47rrm3mQkvEJEDjWB7Q,4MJYThj2ey4ZWyrsgqMdzCh4ZLWwpTXgYQnp1QJCbKfa,5122.13,0.00
6tx7nbUWZLCyCgAHhYnxhEoQaxUkwGEhavFMv5xYx1nf,55bhGxqXqrjk33YRDL12i8UfLVJ6wJexaPfihpt6788,5117.26,0.00
GLuhgw1baXWxiK6gxAWhgzg56Q14axJyYKdYMfm1Pros,7UChL1LKDki5TzioserVkZX7EuvMgbLzzkt9n49xLR2t,5110.05,0.00
HLLBVKp3CtyTQELNU7KocDPuJmnSrw6K4ACJi2eahP8R,BWfCN2RgHaJ2eib8vfFo1EGo6snKiNUNkutSnfjwQBQD,5098.69,0.00
GhKYsNZ5LDiMfE5BdUirc5PFYzdnzPoiCHZU3fv6Taas,8AKfZkeukUbAZucVh9tR66ZEMmRA5gv1TeVvVFYnAth6,5085.99,0.00
GBqhThA2DaywnJNMwVXc2Zq6ZRk5V9Mw5c9seZSgfLvf,3KwkBNTZCVYp9oBTjZgArhGAq6gv623LwstWJHhwErSC,5085.65,0.00
7fxJvidMnvbMQsNZA9XdaAxNAtm6r1ZcEsFFoXXKRp25,Hw6rNCcuWTRNkUNp3P97brRezNXUG84rNsHVUQvyZmdD,5080.06,0.00
9rUPjGiUN8WEf531Yrf7RpzCCcaHxhPJmNomE7TX2c4v,A6VUkn31eFvR7KBEVed3YmuL1S17ijSm4sCAw9XZszie,5061.30,0.00
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8rF6brufyXpBZ4SuP8c7R74PqErkyCVeSZ4eKoWDyc8u,5044.80,0.00
3KGCeEnABuGT6nH1WPXetMNPydx18szugVWmm68soraD,GCgMRtoXENjvXJga6578EkDp8tpLj6ca9fdgxL8fBhaJ,5044.47,0.00
FoxqdkGRDZstVFA3wAyLnhua5ZB7jpoE36L3kcUAMqf4,6RNfbH4RK5BZhLvXpUUEZbM6xzSGwCcb8iaxMfmo99Cv,5033.97,0.00
HaSVPe8cQBDkpJofdfWcmJKCjVh6pFFjGp8viEozXhZh,4imP9VjY5jsP7Cx1AaTW7MyGZqwzfDi3pir7gi8wnNx1,5032.06,0.00
BEVEiDL3yawShVGEkfuedY3VcVTcYahY4yuBVaA66MnF,G7a4A7hs4v6UbGoR5cqZaJpg3hqfACwbgEnnc1Pap42A,5000.67,0.00
DUFU1KApBS2optz6urzMtgJkrHhmFLsX8SVPM8Y4ubR8,EWcikFjdCRrhgRFrCu6dpPYQ38gFXMt6vwGyszdH1RqP,5000.06,0.00
E8icgxeHMAXq744YpuPrz2khkN2uDBosM6ymfDY1Bq3t,2gNBEcS3oohgHoHwoSDem7Btpm5JZ2YFxL7pRKGXTNzU,5000.04,0.00
9zawHN2AV1pHuSkcgxCNSPWCamV3mZqE9kTYb8JfEvgP,27oidD57dHbvmvwJs4oJZWz6EdZViCprPgmgH2kCabhf,5000.00,0.00
EpxohfZ5s39b7ciiJu5ebmou3QeUybmARmBZgg4sXjrb,A5bavgawkxqrRvDEV6U4tieKPPNWRyq8aQGaGRt6YdV2,5000.00,0.00
HigMNRdaKBxPss78ZHk8RZWwpH9tiGDYcfAGL8qVGD88,52g8xxBPu8VaMpJeBfk87a6jhG9J97cwAbbK3QnT4w6H,5000.00,0.00
2TYR4c5KUJfvsxGwNDbAfbiPMrXAcceE6aCpyHk7Sz7W,5iQWCBLagfXZVPo1Sn9digGCSMCyJeR9PyXJFkzU5mw7,4999.93,0.00
HyTc8K1d6uVLrLfyUMcCQ1dq98ueWJ8xBQwNrnLcz6Gz,57czvS22iYBcm66KKaprkbbS9A1sN4BQdusgMAQs7pnW,4999.93,0.00
CDuVBq6cwuMMcZfYD2CadycZgMwai9QPmfr6E63Rbzu,B1KdKjFcSi9kBQ7LkLN6w32NRBZSSNB3vXa6ws13APgD,4999.80,0.00
Ad7CwwXixx1MAFMCcoF4krxbJRyejjyAgNJv4iaKZVCq,A3GauvXqvt394yfqByMG6SoxCyTusKvZP51vY64quVZg,4999.72,0.00
G3SvXhFd6FzR9k4Bc4BmE9BuL7BATqDYbv4mono4vo2h,FXvQjK57FDQdZgvjQMgjEvokMRLaZgVNfVnwqYS56BmK,4998.00,0.00
4a7HwhosgfXoH6v1gQz3GHQfwfb6i98n6mxZCVuXEJd7,FsAyKScdEzYqVMAJxJWaj4dUCmfvuDjoSEczg7ENxMmS,4990.00,0.00
8QuipQqFJiWuVHBpCF6pbEBomM83VJSGhq3D91ir5v7F,4EcH9YYm5Ukm1q6JbsswCdBQUyRRGi3hbAzGxF7Vn9F7,4981.86,0.00
3VZjQ5xEU1PcPz2ZzHjiwPt5xLYemsLeFKdz3xeisCL3,2EvWQ5ywYqKvo23Sd34uWVNGnTXwKH5DNULPKLggpfob,4973.24,0.00
J68Q5XrKCB7gAoic9QpP72EZTFgRB4zNBshevKHdWfG8,omGBiQcfzTKyF1SoxQzThA4GNT2x7eWp8cJyH6nJtbj,4957.83,0.00
9obNtb5GyUegcs3a1CbBkLuc5hEWynWfJC6gjz5uWQkE,HzyVvsPFF3W3qNm6b2UfWaLcFmorbuevDxUJaZ8HJc1j,4933.27,0.00
DdZR6zRFiUt4S5mg7AV1uKB2z1f1WzcNYCaTEEWPAuby,69khDpj7ZuLc5C3dG7x76ZnTa639HChEkoKKDMaqqv9x,4899.41,0.00
GHKihiLvoE3AcBUojcnq8V9thyC89c4vqtNUkw3N4xjn,GhyCUdKQcdd6z2Hx7wBJ5hz453ivSGasV8DhcWFh3zqi,4891.94,0.00
D2k941PNjnL8uDUKdktw75BDr7WncD2NmtFWFjzh8BpX,73nHJXr1YCNqPwY8HuzHuqPvGhZVoJw5Pox8CBFoqQpn,4877.42,0.00
GdHCizcSFEoRf53fuHbopZXRfDzLWteeJP9umMqwAWGx,HTW3PSjU27iyU3mfsijdHgzVVLDCiHMkoeN6YniRx8Ba,4839.45,0.00
C8tR1sqsVX22SiY9ZzrBtZHnpC1nu9mgTtUVGhEL6wMT,5TM3MFySs9E3nN5B2pBh9ckA1hCksvfxn37ttNVtJJ4k,4824.49,0.00
cxsCCa1SzNmMAPvEd2guuzBkSUauEg36dcrw5DPrYvT,6mhfs74E9ZdhPNT1oxnf9eisfa7ipsysLusKc8mgRcDk,4824.39,0.00
Af5FEd955HEbqh7etU4e13rsE3GaNuPbVtpe2CaT6otq,ESK4T4vEPLR9gvsjZ8H2o7WpFnyLQjLQDBqxes3YZQWt,4817.15,0.00
9Ewz9L8fM6CPunJZjvf3dgRvi8Pvui7rtFG6xnyruA78,6Ud9qVFWxK9xn3sewfqkKoFzH3NkavG7fBBxVDcyzU6e,4815.19,0.00
3vRJgXZDfWi1t2YqbL1RKM9a6ehrpt4wvFktcxsiZWGo,EyNXJNA6p32BSRqBBe5aEMH7N7yFaJxWggk7TwM6qJpK,4791.33,0.00
81BgcfZuZf9bESLvw3zDkh7cZmMtDwTPgkCvYu7zx26o,D9NFkCuNsj8VbnSPMpiYxnmkSjBC8sz8gFmkv3jf6n2,4783.51,0.00
ALS8ygroLDXLGGDey2KytUBbtLQUK9Juia2T4rhgDqSd,CevwqW9qM2b2aDRqBm1Kr7barZT7RrjS5ieDWhGjDGRe,4781.03,0.00
HywavoYQ7brc9CV17t9EQ6FDxYMs3DXEYyA7JQ7picG3,FrjjuXQHiQL3rWaLeYQsf8zheHFbf6ZFsi8KDM4epzAr,4771.83,0.00
4pDjR2Ako9JyQQnkCKoHhf3Ava2P3r9vRwpfKCeigmTS,CVXymJ51p2KoaH53NQ3DTeq3y73ukNjEBAbhkiNgA3ga,4770.72,0.00
7zZGhHVxsbikp5ZFaLzTo7EykSaH5XcTbphgTMALiBGP,Eq6MoKUfFBef3HGQ4Lpa1nFFP542TGJsPtnriF5TkGBh,4766.86,0.00
4tXATFFCaqFQ7ByPfKvMpH7uX2ZNG4sjKbaUMuRgjaof,Fd6qMo7NZvpK5Sumn5GupLPh4dkCv2VHShBsW5Dfez7i,4763.24,0.00
HwQXGoGySdZjDmuUWBDkzRVrDiMwJhJ5eR37fmfC82Cf,2ojxdMQMnQLfbUiriUGZvAwwtPwBbSn1AsG5KqGvAadp,4754.60,0.00
BpJPyWstYE9sUREq9HKV2EhBqsSXDvjN9e3f5H2K2xoX,GuhQbEVAfeQRx77MFZBCGXFJmJnYF3wH3XwuLAQe3861,4741.62,0.00
6pRBYFRx5ErvySFkyov2bjZhpabbqe7PdNFC72vBGrWt,HzPfM9SkhbiXtH4VczqDqY1C2z8iP9HqFXxLobXyap5n,4724.49,0.00
2KwJ6YCVkuGD8Rd9XRgk7P6Z4HsH83nYtxc9kAssESs5,DHsAwahn6iCFfxcVW7SMEuEeTZHn9TknAqhgNRuKzp8t,4709.29,0.00
A4LZ6zrufkzB8Jx2CemNE3PBPzAAjoy6wkstnGSm7k4q,FF64w7WTvZszq1ZyxceyX865iJRnNE88bXpDUkauaVfX,4681.61,0.00
ECnXMb2chVM7LChQRM4UYZ9xbbeABUnnkys7AKyTxyz8,DcZb2JdcRo3mKicQRb4W6r6YoL3FMqXM6VYiZPit4eQi,4677.77,0.00
5UkrNRoqbpQquD2qMAQPnepLuMJUqoATimi41EgSoYvx,AkYkC74qJME2dtZahtiUBkrFgkFbkeBAC1KNbsXdPshk,4675.91,0.00
7iVXE3SmqLSGx8WLQXhwMBM6EFaSDqSvopcyfxCuZzLh,7kxC1QGfFo9vxp5Ki7yT4WJ648Ak7dX9stqFyCdu1CVb,4671.60,0.00
6jDWAdvZV6ysL1DxV92agcFWabf5dyYLKYPmwHgt6fhM,7ofJC2riHyZc7h12gHvSVYUjtGCePpcsHMfBGyNkqYjN,4670.89,0.00
9kjF7uhouEGAP1CK7RcREF9bqNSUv7aPDD22GrsEArPN,F8h8eAWCnaTXgd3A2oTwekLoYnaGNtu6eUFiELVJczmD,4635.07,0.00
3DDBu1BGiYTYbCqvKRHJCMQngLNSJCrHffBEFnPUWf2d,CcSCd6fjDXYtLUUCYj1oajkb7bmH69Fxxp3UVGeZevDa,4583.51,0.00
5TrKMD2TWBfPM1yAqam1JgwTLBMnhy93JDxahm5LX7uh,3m2c3ZCpixJndAPPRxveuyD3C1BXGa1juXrYRMiwymyC,4581.00,0.00
Exe5KT7zp6Pmfxh4Tjet9vCHzLyCpt5jnmPiJ8mBWG5h,EkJS6mFDaY6k9ABUpKVktvvYvMk9LgxjSN6ggqfbrRuR,4579.69,0.00
2vzzUAvPMu4FCxg2eVRd8jk1SkSL2vMmBTjFCJqeWaU9,82Q2JJZLv9kuYRbNt12DjvcE745y4rZt3WP5mttEMyca,4571.90,0.00
76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2DsS4hZGRqNMCYUthRAVnWLKDLSPzNwt7yNBbFKZQDv1,4569.13,0.00
AC8xwK9PVKj7U2PPpwaK61rN381WjVQexrC4m8bbMEmi,ESoRx9UKed1xqmRdkvZrQjwUGGN9vX3xaMh1avK5NBaC,4554.18,0.00
9SW2KyBUj3tT223SVoWruA2MWPqegVNRr8tdHTz8GwaG,Bmowwk5U8iH8tuQAgsucbSRzsCWfrs5hXXkeGHdSRzkb,4551.53,0.00
E8Q78o9wEcA2iz3pedKFnU5q7QQ5bRsTcJ8mJX5dohqK,D4qcrqHXLqJeXDLKKSSKV5e2GqkppM6GjymwkHgsxWZu,4546.20,0.00
DYjxU6GbiECF5yYhmjeL6ZMp9W8WezbiWcybZibJmHPh,EYxp6f7oRiMzc3ERtB3NSMUJEPmJhsSjfGuQk74uvrva,4539.75,0.00
CdjU2pK77vpUAqA3RTCsQMkYu8n2bY5JyGqzA5DoYStJ,GZZayqwotHo2fJvLFTDPCmtZcUH8FUiW2uQoVTPFTWrt,4511.43,0.00
7zfqjKu7u12ZHU63U424JSFAd4pz7a8PACteFdGrm5Jt,Gy6XzpXVZuq1AwQAhB6mVPNd8BPXtc4ToQjvQ74jjUyf,4502.06,0.00
Dy2RKPjGGi16cf6HBgBw5kwXDoRCiDHuK3hYvZgyKUif,5K9A4LQ3z3u2i1tvFpDiEiXV7sNyVd6gU652mXbZaJaJ,4500.88,0.00
BjzcQxDnup6y4HPwjZy8rJdqVrUo8NfzDFHENXBaBy46,7tLaCqM3vR7S8A49ire2dTifuRXMreHJAFH3cugn8GTz,4500.00,0.00
GJdmZ3swgaFmW7HypQcerAf3aH6TG1EW6HEVq6qtdAES,6APcqjwJpYXjKDMXrAaFWjDYTnPgJudCNBfDpoWpa9EU,4484.95,0.00
DNYPEk2sEqfHpefATZ67jSuVN1XuLiEMuxyrurVHXyR1,7rhuhhjkqfE8YjRCNkU29tvKZQMY2zAeorqDx1sxf3Hy,4484.41,0.00
BemiuKhgQxFzqZoyBp2wwvL2oBwG3CCM9qxqSWuV2rUd,FAiGxB86MSAiiBgenKe1BiouMgBnpLzWpzWv1kUMYhhp,4453.73,0.00
4py6V6GJjRikjpT6NXF5DsgnnDh5AhaALAxQNLi18Uix,z9zdG7rRFpyuXuMGLKKVivUTq9zb4J64zckLWayjXmY,4450.00,0.00
J7sbKzsmHzkT5uvrS4t1V18535RKAVcMZ6z3Jn6SHt7Q,PpvVXqcBUhXGRR3E4LGKC79L2htyiFLxk9CLj7HLxUS,4437.58,0.00
CfMmFPmauAmkG1ZMf8EyKpz8ZqkkC8H63mRGPTSg4NaV,EhsmCczGssNHXt5BWHmyuiRjcjYkgoNXaFtZTqip9jdo,4436.24,0.00
GwpSqaFVXXaqP2ZduuRRUMWQfp8jt1yGCQmfLTXCkk5W,4cQ7kuzshoBkZkr7b6UowFCgR9x3yByZwyKsvbPgsydJ,4433.59,0.00
EYeJXcZBYDXRfgrcTNowiLou4gXsSBnHknxktCFLhcL5,AACj7KAixMTR7ZSLfFn4bVnGLMnJcQgMxAsbiurkeGiQ,4415.49,0.00
ESzC1owuhvqeSDNAWANkDRFatqbYfj2rPqVnvnuYEKQK,HbwDxrUXr5au9BAgjAd9TsyL9Wh4eA2NbcivDsk7WaG3,4410.00,0.00
Gg3ZdM3iRaVNCkXNif5o2SfRVajHy6hpQAUq42RM5WbL,fpsWG7Y1avQyVmRQe8FrYYfT7VAqhvL45MsUxW2Qwjq,4409.47,0.00
A3tVVrRcynxr51en9qZp1c5WXJ1ww2gjEaPfBV1hzdKK,8fcov1o5p7rLrEmg3R95MUEC4VTmWCPvP8SoVWRca6un,4395.43,0.00
HGSH62yKWutdP8EFrtYQo4VybTXazHuTWWzroFukkjHZ,2gvZkxPTksfnpfLekkwTjn5LUptVi4hkyWJP7JBtWwtk,4380.57,0.00
cXJUfPe6x3ZtdPLnaVWxmXFwH8XrDNeUR55HkLNkuXB,Ff92dSZ23DcRRez8RAstXPNqMZgQdk56bmdY8TqsvmEf,4370.78,0.00
9voUTcdLXinKe9E9tGRmwwgB69pqs6ssGNDpD2ecY7Sy,DNLnd9w416kAjYCr2eW5fhYRvDLWSrRanaBSc6v5wzB4,4369.25,0.00
5uzCvpzcmT68566Y8mcjQuzbYS8c2jWVtkufN3K3W7JU,ArrHhESTgEbWGenmnjCUYgiNNFCaoendgj3oJ96Jok3,4365.49,0.00
CrVbbN12catSdTNhh33LJrx7uSSiYYhLbZGtb89r4rAG,ArqKLgzEGwjDDXrqg3s98vtbKxj8jTBCpV8oYdrtzd1h,4357.85,0.00
ANvsHLF4yANcuNHogKZN9KYRrwvWDMkEWMwWgvg833pg,7jLmrEqkyjSHArD1ymioQnnrN3ix4pEKh1eyvZ3Tvus9,4354.15,0.00
J5kFcMT1NroFWnQnr3r7P6a1kQjBQTYPnQ2F3ka4txfN,6WABjUebztUWPzbCGVAjSSg9xiiLS3JaHq53ZtrWBqS,4345.90,0.00
4rh5BJ23uTDp4ZHQqUAuBQ44muueyhHNEm5mwPruLbtW,sMUg6UCxXwasye8isYWwkszAHXGvabPaRynonzd8ddT,4324.66,0.00
EqrytqvjEaQsh4UXMuqtGB1szfivEJo3NZgbQhPV4DXC,DFmZKVdAHKxvqmTRfnGJSGsV5LEMVEY4D2q2CT7aorfA,4317.80,0.00
8FDGhdtaJB87RcFYw3LUvLhciC389ckDnn2U2i3Lb5gm,CZjtFJPzWU1fH9ymTDHPypMdmuLcSa7L1H4yyWYQFK4N,4311.05,0.00
8Tugj7ExzixPRfHLaeb5VT1eDfJLxsY5ZqaipqfwH5Dz,Gsznwcjdn4gLLRcT15G8qnDMMqo6sEx3WTRVC3BG18Ha,4307.35,0.00
5KtG2VMwz8mhBwWQsLZytzy6H9Ypd5ZiLVKzNEr4u1MM,2zR2yqA3peUAfCbsQbHs3Qzm7Pen8ygB9gUhu2i9UVGE,4306.87,0.00
EBjwXy5tjnDuUP6L88Ym2kPsSwWScVHYgGN9Kcg7gi5s,6nCxwnVEZj3xsF71kF7DxWtHoKmKUfVQe7LXapK3aLbJ,4297.31,0.00
2uN1xh6DjM4TkS9r4gYFwawXeYcowUF5PJUVrXyyih7W,6ANxoDawS4PsQnZRiTpqpYHtiKvrkDANWdafvwixRMHE,4282.45,0.00
C97eAFhVKBpvcMgXRS8R5NtCC7KTwRnXBtcmHBfHAKwA,Bg7vcsHsFkRmo2Xr9Neg89k9zmCqKDgk1kS3wLAZ3Y5u,4276.18,0.00
722ijSdMCVN7MdoKnopMqTMDMroQYMgVGtg5daRQgXNW,6jXfpEwLetYFJnKDcAuRmqyjuQSCFXS2M3Snj2ssxEdG,4272.46,0.00
BTvJrPRD9BG11ej6wZTgrbNvpNdkrxCV2Tu8cgLNu3Bx,5UDdfbZYhJG1kXUD2kniWTMVfhhxWsA7d8ehyd1HS3yB,4270.13,0.00
4Sn6eNmZ2vBMvk8scGHbQ8z4NsgZriiPVHwMcGRdKGoR,FmATLVjub3SrBxfB7J8UcbDqxSx6AnbFjbfvaEjNUZfN,4268.44,0.00
HTNPwTfKwBcs27f2w69SauC6kPepYjaRxLgv94GHkYeX,9dbC2BhfKkjPNYmGdDxqZQZBP5NTrrJgxUtugG6666WP,4265.72,0.00
Hww4Aoux7X9vc8evk9T6mRK2Cb8goFnVuVkgk1YdNqQT,AaRHgoBV3WJ2dzaor9jeS8jvUiJpaNHgCxaMav6HugAG,4246.57,0.00
3Lej4sev45CazdLYWCzfUUBeV9Qf7ViMp6hmonqPEboR,9oVdGnXYC4jMm2h4y4ihpZgq9fB6rj6ssNcT6xJmfvXr,4244.00,0.00
4Eu8DqhLyYoh1Dvyg7DAxFC1MczAnhV5pzDZ5aCUMduM,4yiouWsPv1yTikYJEGh9c2bKiAf53Wpx9JwEFPnE7iY4,4206.00,0.00
566vrAPXtbEVg1sx6CxVpyvJEwWeKFJXN4JsH44aApDD,BYJWq3T8gTZT6NeFptqc5oLPjs2RRFGcV9nQ1E6KG6Hh,4192.98,0.00
Cy9jKWx11ak3hxD3X5KY23xE8Kuh6DbFuHaoUTSdhhbi,Dp7Bw4MhTeXmWwXm8KGzgihM1twQ8Z8htywMPQpoHeDS,4177.15,0.00
7xEH8cXQnYHhKJ2czXwHsAY1uHnVPnnKUaFdW6obA9e7,3yv8u6FFC8ac4neiTg8QjCUccpfFStWxsGeG3VT9UM3A,4176.57,0.00
5PXKZ8BuoLSU3BSSm95qSyK1pSMSt6gGmLCoUvHwUoLp,GaMwgAsJGUuRM397usJAKDjtGPP9oFDGPxYGEJmuNeZP,4169.91,0.00
CfpwjWQjVJKFtQcVXZsqm9aQ5fhnEnnM6N5HVeWPbLSb,D81yhP9P1iRgjqz5iRASNyRTJTaDx5eNKDtBzbya7Rnf,4169.07,0.00
86axYRFjHoGFtdtDUKLf3W6V8oSuhUaafsKQonGQfkgU,FQ5mXK6kzvTYZ1tHRa1UGfspbYtgPBbwAZRSd8fmbFRk,4153.66,0.00
TW98kVfPiBsUsaQAJEScouFuiKQtMEEs1ZXgtFsCgPJ,7XsLzu5AoAhgneE8k3qKEwvzPiAPRw33dGegFBfNC2ac,4143.05,0.00
ixBgGZRuxPUZADeuLsPhcRMtS5k4yrchsduTmohsvy2,Eug5Ghwri1krmAqV3e85ASE4cdLYzfvnHijNDDj79FY3,4134.40,0.00
6riuGytkBx8d8u8VGcWx71Y8cNRBcEcTUoHDWFx1kH67,7QWntvTNbx4YB1Pn9Z8LFE4yva2cyvKA6PygH4gcWdbQ,4134.25,0.00
6cCERdGmfGxDLD8HEncpH3tD36N785cPXn8qLNXchs6T,8WxoQoge3qnZEWZvMMG4Yx962S18MBGFibpGzbxELTM6,4132.85,0.00
59q4nrFJz938xAwSQ5n2c83godmTEMVX3pQ6k3CkPuQV,J72wE82feet53ZwmjwmgbNS5oEqrZAe9K8Y2ubVMyoq3,4105.32,0.00
8hJyY6ve6P8gVRxghvmCZf8EqxmbrR7ZxSx6pNZP6ZuS,6hXnUKF2zHTJqTDpC9nDadCuXh7fGGAdG2CcBC2tmB8w,4104.38,0.00
C17FA6yh7HxTTpzychEu8FjC4Gt5X2ukhEEVzh5e84kv,RkaSfowiLKN1d5x8qGQiiMfGXT7LZyRnfKLXjxyuch9,4104.00,0.00
JBYN9chzMk367MZXLGWn9qdCZfTNC7vpzErsGTEZkRiW,Fo4bQytSz5HGTYSPjxPzwCXManAXe5LXo1mAA9fksxHr,4078.87,0.00
kHzZJ12xoVGfP1z4UBExh9jdvEuC4wFkR9xG5dnu1Qo,AoXrU9oJgFg7kMNzyMuuxgWHyD45ws7j7yY256MHv76J,4053.44,0.00
